diameter,bending angle,velocityofbending,velocityofbooster,relative thickness,relative radius,extention of mandrel,friction of mandrel,firction of pressure die,firction of wiper die,forming temp,label in rad,label in deg
57.77671385,77.36722036,1.406877934,1.110780634,0.035320325,4.417483929,0.876859383,0.14404287,0.148299029,0.155977286,486.0987899,0.095486068,5.470948724
40.92468291,111.4595419,0.802226992,1.167670997,0.083924941,3.883800633,0.076869881,0.05445515,0.124924816,0.10873422,539.0752627,0.162335956,9.301165166
67.80898947,36.80923932,1.275923234,1.016533971,0.036242855,4.687656267,0.155378555,0.080435007,0.158849707,0.177695849,377.6518093,0.100684148,5.768776768
50.58857033,119.6330485,1.265412669,0.695048065,0.035634003,4.324956811,1.03688785,0.09045893,0.212607737,0.137329579,248.1023065,0.183145708,10.49347613
27.13143152,63.12206652,0.732276347,1.281685728,0.070409485,3.844966458,0.514055942,0.084440398,0.235762407,0.16331203,158.2286386,0.160415528,9.191132748
64.57541527,44.56899206,1.071627973,0.612579571,0.049671476,4.22988195,0.260099602,0.094730723,0.200245414,0.114943596,521.3444582,0.049951472,2.86200855
36.22753586,99.72289437,0.845707422,1.46550607,0.06760123,2.632474955,0.1889122,0.174633374,0.113791815,0.234373127,472.477797,0.138941728,7.960774636
43.86214606,96.897423,1.207756351,1.273304273,0.086081107,2.893700164,0.42329114,0.130947014,0.225632418,0.188179467,217.3926591,0.180565848,10.34566104
36.67801323,95.92680284,0.95512902,1.383143387,0.091061899,3.758676534,1.137678924,0.096302621,0.21175264,0.174047422,317.0206393,0.150213208,8.60658287
67.59884358,81.15704991,1.494285676,0.921050389,0.047788082,2.668000081,1.055316914,0.159988545,0.107899997,0.169844094,120.8934263,0.114733908,6.57376872
44.46392687,113.7115187,1.17574543,1.221072824,0.056157415,4.526308292,0.65560585,0.140018649,0.170460882,0.199551183,421.7349925,0.180255308,10.32786841
52.25443979,52.38663569,0.897917503,1.262903137,0.05096436,4.956410593,0.981792502,0.120580186,0.142231047,0.206193129,569.9466694,0.054355648,3.114349248
50.89687696,109.4140812,1.280184187,1.153501087,0.052200101,4.385168265,0.625040815,0.075279857,0.135157577,0.122379354,152.6477552,0.232687888,13.33203395
31.33475941,92.84989339,1.06739033,1.441459849,0.038396489,3.406496505,0.466137181,0.196757624,0.150917685,0.161281335,271.5727573,0.165805148,9.499935226
51.04424619,121.6197712,1.385751655,1.241439357,0.065984661,4.649759501,0.749866829,0.147911387,0.206876348,0.195208743,418.7093124,0.193507188,11.0871452
21.60743537,53.26541179,0.842028251,0.687099276,0.051853826,3.118712206,0.603727467,0.149511309,0.210905539,0.241585615,586.2212758,0.007398204,0.42388589
66.13848122,80.70380047,0.808351157,0.660148771,0.056324235,2.851108846,0.583697999,0.081027919,0.130128804,0.191191197,25.98651907,0.161241988,9.238485418
26.30803768,35.9917234,1.47024222,1.476282628,0.09001135,4.617804839,1.071733955,0.194366146,0.221156522,0.131908006,523.643572,0.053268076,3.052035962
34.91786481,36.12722602,1.094684755,0.880439895,0.075151488,2.682655412,0.581264266,0.06725073,0.102805364,0.225298508,273.9321635,0.046042868,2.638062038
32.45471558,100.4701696,1.096379138,0.986415331,0.075478487,4.12182341,0.461594582,0.056573896,0.113468001,0.137876044,552.9725606,0.130147788,7.45691899
49.22970932,76.97613102,0.83048063,0.654793146,0.076529875,3.984407988,1.065242365,0.198204638,0.12885055,0.23130486,492.9999905,0.079128208,4.533712384
56.36030933,132.7710375,1.232887168,0.635009998,0.052364458,4.188151986,0.888267525,0.163338942,0.115824898,0.158768323,517.6223397,0.143634548,8.229653416
25.00830361,116.9165997,1.000171548,1.216536474,0.098755374,2.503812868,0.019072659,0.106061699,0.162949241,0.198762836,432.4063659,0.174837478,10.01744961
23.9629665,34.05506262,1.249716979,1.275482889,0.099138475,2.828904576,0.123040795,0.183265834,0.119815847,0.23878513,595.757831,0.028142888,1.61246873
37.15319872,85.94561721,0.757256739,1.270711797,0.061889764,4.091727876,0.320328893,0.085465139,0.210217868,0.217932769,215.6013998,0.198844288,11.39293851
56.55609316,59.61337094,0.836363896,0.964514572,0.077738841,4.69411495,0.419868776,0.068027366,0.241882366,0.100402403,176.0498657,0.172931528,9.908246724
54.91942358,103.5269962,1.107610214,0.851955991,0.045938918,4.81499753,0.201477402,0.148639436,0.206705815,0.173070888,285.4099148,0.215441788,12.34390521
51.87992056,124.3805272,1.006476565,1.406510157,0.05493802,4.753764735,0.170416245,0.057804666,0.170858451,0.104881011,197.4082973,0.286672588,16.42512942
22.46674962,121.4997867,0.883932409,0.68157151,0.048270272,3.546761278,1.131683764,0.152155891,0.199782111,0.179148674,386.6520931,0.135527268,7.76514049
26.43703025,73.72471227,1.38028574,1.019270811,0.08541346,2.531619196,0.815317398,0.19505332,0.144278513,0.147282785,100.4768668,0.1292791,7.407146834
48.46661557,64.29424764,0.869803648,1.343177898,0.047891066,4.096786117,0.846696883,0.053328438,0.2439837,0.113038331,322.3845899,0.111916878,6.41236479
65.45909588,41.79989119,1.466231439,1.115729721,0.065784448,4.15708946,0.160668575,0.086149731,0.236693328,0.159694401,201.3209364,0.143528618,8.223584076
45.14491531,50.02419968,1.428519735,1.112155687,0.059109036,3.100664872,0.231538124,0.143489633,0.230072025,0.13678065,318.3315969,0.091666388,5.25209718
64.8614289,127.0030407,1.273014803,1.276688327,0.092761479,2.52017102,0.224327869,0.179779935,0.190970601,0.178785891,520.0247482,0.1558842,8.931506778
51.60023983,82.60901532,0.979552673,0.830215191,0.055633279,4.502960971,0.438447546,0.126080629,0.215205696,0.180338814,163.0342381,0.194725688,11.15696011
40.11298768,106.9002597,1.197803699,0.6525091,0.054081877,4.733878407,0.867977312,0.059794302,0.238249914,0.218688489,344.2392578,0.170181668,9.750691352
67.00897616,42.05767817,1.113008646,1.42382485,0.048683186,3.436931393,0.796508577,0.075378894,0.192395617,0.106818985,84.00533642,0.107040248,6.132954472
65.68367257,55.01005427,1.055841422,1.049705816,0.051579685,4.879506208,0.823668439,0.18393487,0.141784545,0.219197898,177.5151242,0.150746268,8.637124958
38.58004002,105.9269257,0.947609931,1.396407778,0.072215799,3.324695475,0.481091471,0.052187378,0.157188242,0.163610365,129.6479443,0.223087208,12.78195551
27.81958429,41.01467106,0.856249386,0.719486027,0.047172055,4.149720789,1.012172916,0.169640919,0.116248069,0.154830268,186.2021839,0.085042008,4.872548164
32.83622088,57.01849096,1.18992903,0.903684214,0.072810355,4.080477724,0.887568234,0.06542848,0.225227175,0.142107878,326.9288807,0.098151916,5.623690562
24.58558463,117.6195282,1.211068595,1.226319045,0.077330074,3.558410306,0.003501075,0.161421763,0.181254765,0.194452132,503.615024,0.18168188,10.40960496
47.08443844,102.6945161,1.156942934,1.296347015,0.037062254,4.254230843,1.009875798,0.129067978,0.198590266,0.200028676,306.8471828,0.164624818,9.432307298
42.7493201,132.1684539,1.111174741,1.482070165,0.072623115,3.278698921,1.193135821,0.189232582,0.166548212,0.102989959,533.8509854,0.137370348,7.870741194
52.57176369,60.32460713,1.383764596,0.623009584,0.062309198,2.891466786,0.533907134,0.140601847,0.240175025,0.184554088,550.7262524,0.02858612,1.637864052
44.79108332,62.03441675,1.480099717,1.437347405,0.099912665,4.329938594,0.19276983,0.139314683,0.187433559,0.245837153,562.5652487,0.124291288,7.121366256
52.53816003,131.9386794,0.867683442,1.29049766,0.073956697,4.997151223,0.769145469,0.135283309,0.174231548,0.211287283,250.6693021,0.256486728,14.69560704
34.14454766,87.23544058,1.205211104,0.923665076,0.085703163,3.121868827,1.14090957,0.144345157,0.18645804,0.170758648,423.3659634,0.082090048,4.703413314
26.07531274,77.74291569,0.83797035,1.205582883,0.079898837,4.605512567,0.651911387,0.082989982,0.188922917,0.183969508,182.3754735,0.195016048,11.17359651
33.59294981,30.01674097,0.780144495,0.608286019,0.05392196,2.732168434,0.872271507,0.19020531,0.172780791,0.122957037,80.2527298,0.051097108,2.927648658
51.54615116,126.5099339,1.41226188,1.117296408,0.072112159,4.366142656,0.632326726,0.193684219,0.114631977,0.236338373,52.32589564,0.281248708,16.11436399
65.92404857,73.32884942,0.774024466,0.970182532,0.078045877,3.808869518,0.812328017,0.135542156,0.105691391,0.185233759,340.5065771,0.119546556,6.849513138
50.13285959,46.96273728,1.087311237,1.192267634,0.097212097,4.213884063,0.328649372,0.138845873,0.129952386,0.223951907,451.4645711,0.094671728,5.424290478
25.49684465,98.68430414,1.046518144,0.708082199,0.078138324,4.570886213,1.00485859,0.118740872,0.154129086,0.201641868,457.4028879,0.119008408,6.81867953
24.09958211,107.8923641,0.748575485,1.238859469,0.080489781,4.204896247,0.089940226,0.13129655,0.120161858,0.101030286,573.196223,0.156458508,8.964412202
67.91848918,103.8855372,1.285926291,1.156711386,0.05273467,2.544244874,0.337243267,0.184869404,0.22318141,0.212490673,99.47500603,0.193481348,11.08566468
28.2440182,90.1763046,0.744614638,0.67324527,0.077454822,2.929442186,0.847957504,0.083716738,0.106626071,0.232024208,199.7671119,0.134493896,7.705932636
36.49095321,37.0609599,0.851099735,0.771202702,0.07564527,3.778710106,1.057538144,0.161804681,0.138077575,0.204516602,185.4788962,0.074144058,4.248141624
23.5895574,128.219171,1.359074311,1.016573555,0.089164098,3.833778982,0.451344002,0.186163489,0.173817693,0.120032631,73.74851853,0.275552828,15.7880141
21.130049,47.144752,0.827218361,1.140137438,0.057610367,4.670057855,0.346143933,0.119504767,0.171450765,0.160383531,115.0555819,0.172156118,9.863819004
65.8477543,74.94135664,0.906174266,0.825449043,0.05841389,4.512499688,0.831512308,0.159212073,0.143022505,0.218973129,63.70161742,0.189967768,10.88435137
47.87566248,48.15929445,1.229602912,0.710848549,0.064526313,3.133027986,0.484164468,0.138468161,0.248189821,0.232540761,125.1696135,0.102614648,5.87938627
50.44239936,99.59287462,0.922345687,0.821346911,0.046683322,3.917839327,0.783689995,0.144743925,0.222314139,0.176119334,385.6788524,0.134637588,7.71416558
43.58601014,104.9022321,1.149620637,1.043019789,0.047292533,4.350274455,0.786937146,0.124635719,0.110588543,0.224965942,379.8897692,0.158732288,9.0946902
42.0322112,125.419833,0.905154789,0.934816869,0.062147013,4.495283499,0.96484874,0.151115986,0.22048505,0.144775866,435.2865937,0.169601948,9.717475842
42.60358371,112.678058,0.768867771,0.811343458,0.04007464,4.183787106,0.66912675,0.198994226,0.221491161,0.109307955,482.8530786,0.148972748,8.535509748
28.60001812,31.36233671,1.102993633,1.050594776,0.064836481,3.552738036,0.052803636,0.060629413,0.229835934,0.197734826,331.9333153,0.087875788,5.034911798
51.75998186,33.66529596,1.212367173,1.361021923,0.088650417,2.524099118,0.926636633,0.112604128,0.133419472,0.225690553,30.19212436,0.082251036,4.712637248
38.87131832,42.49041606,1.129504546,1.373788073,0.076375657,3.728356801,0.221120684,0.16073846,0.2178729,0.128836297,166.2864651,0.143089108,8.198402006
22.76639111,95.15496219,1.164934519,1.445494162,0.098374351,3.175154281,1.088510241,0.155401213,0.219785645,0.221244485,516.5929378,0.099317368,5.690466044
63.52059911,43.43321472,1.061809934,1.095308773,0.079719558,3.211164202,0.727145065,0.105567231,0.179213107,0.186542384,404.2206469,0.043995716,2.520768868
21.20299721,133.3904769,0.716736391,1.369898358,0.051420643,4.026257724,0.860246334,0.10668476,0.121884956,0.118361964,24.95310843,0.279744628,16.02818655
47.33162015,41.2923833,1.063448982,1.201085573,0.045714891,3.974687516,0.537757187,0.075819558,0.249337732,0.164607517,447.1874408,0.061856208,3.54409968
68.65857973,49.39738078,0.901249192,1.259307462,0.073548691,4.724141218,0.598928734,0.114295204,0.101219553,0.146491054,581.6288512,0.063170908,3.61942644
20.30725061,59.38519315,1.036036645,0.787696629,0.082064957,2.692823206,1.10066519,0.090224578,0.166225529,0.168705338,32.0686852,0.101752988,5.83001679
37.36537786,58.46625966,1.28316288,1.005671402,0.063825226,3.094784675,1.049096468,0.071130185,0.177315612,0.216114619,136.4768945,0.095234528,5.456536542
32.35137305,117.0987608,1.061010873,1.332206304,0.090782491,2.824317523,0.350727221,0.066863319,0.13125163,0.178399982,78.54198998,0.246544108,14.12593688
45.4063429,125.9653514,1.051207402,1.214295567,0.037359605,3.293206752,0.718490904,0.072495182,0.221726081,0.244098644,388.6753498,0.16590906,9.505888946
53.35488276,78.81125415,1.084575671,0.74850229,0.084320618,3.333612612,0.7645751,0.078349088,0.202669677,0.238414294,91.79366601,0.157228168,9.008510472
64.08126434,96.99077494,1.393418081,0.976706458,0.069157898,4.407520843,0.445033599,0.090801239,0.176782172,0.233002263,188.79048,0.214989988,12.31801897
40.61108538,103.1248868,0.709748714,1.129010817,0.087749674,4.933074689,0.167731613,0.119928926,0.117009547,0.234745201,117.7527219,0.272550968,15.61602019
49.54776662,34.50864274,1.012032751,1.138654224,0.067119703,3.891829869,1.107185322,0.123030116,0.244886528,0.139162298,390.2903462,0.029757538,1.70498136
43.72239851,62.38604815,0.92905602,1.489610938,0.074516665,3.42217638,0.696488069,0.164758447,0.207955275,0.115362726,165.6121857,0.142465148,8.162651732
20.52322022,43.94904483,0.841072502,0.890480201,0.05957113,4.622695559,0.743745923,0.192788969,0.120885427,0.19389156,408.1028945,0.075331388,4.316170622
44.13771817,30.52239665,1.082868902,1.057851963,0.074962557,4.169379905,0.074378598,0.059325835,0.182741589,0.199117222,470.8640321,0.077439388,4.436950124
69.6908778,107.3995029,1.458344743,0.957664233,0.036992565,3.380752415,0.636743047,0.139865845,0.224432803,0.134711107,50.5090876,0.206084068,11.80774735
49.30841368,48.5635788,1.101368414,1.189121522,0.041455811,2.990249507,0.282914395,0.13247329,0.214360433,0.237973337,241.0502185,0.090381188,5.178460644
25.21673145,78.18787292,0.740830219,1.471549929,0.049134853,3.473507563,0.828331847,0.156956699,0.150367728,0.102083874,489.8185768,0.086761618,4.97107456
58.24246447,114.8190498,1.159222916,0.943720418,0.073275866,2.762235737,0.040600361,0.14247968,0.138985211,0.246367483,146.4717095,0.225324408,12.91013762
57.46059589,98.21458618,1.365917504,1.24340874,0.086562877,2.60791899,0.071078311,0.183377935,0.167837676,0.117480047,129.2621732,0.210649888,12.06934956
47.81848101,127.5016762,0.792577422,0.836078972,0.073158916,4.535834095,0.724909725,0.103581293,0.223664798,0.156693116,254.384444,0.225556368,12.92342795
25.38210371,53.09860316,1.122002781,0.914950119,0.0582072,4.799040237,0.059121421,0.055426304,0.229418779,0.14538917,470.1860764,0.128161928,7.343137592
25.83153366,119.928541,1.166681866,0.776098808,0.044039278,4.702654272,0.794879197,0.056375612,0.242661746,0.202771124,49.71384137,0.261275088,14.96995986
60.28258088,54.24200973,1.322876489,1.211652472,0.063518204,4.831398986,0.134777342,0.12409476,0.157514479,0.158374581,224.2888083,0.179767468,10.29991723
26.82179978,45.00680417,1.097830272,1.180252965,0.092462768,3.522378493,0.709130737,0.110140698,0.153503866,0.231920874,66.47823745,0.136159756,7.801379382
52.85105088,104.2354014,1.268783053,0.632158384,0.065114461,2.884082334,0.713501314,0.072237576,0.230439159,0.105143156,559.9755853,0.082342208,4.717861018
67.39100751,30.90542425,0.705392961,1.494575763,0.063666067,3.051962711,0.087072888,0.146102134,0.13177728,0.15173018,448.5906298,0.055562892,3.183519234
51.29527773,100.670826,1.431121598,1.45574923,0.04347244,4.19958155,0.098515446,0.121187558,0.121744605,0.145996507,324.044163,0.210977288,12.0881082
63.7890309,108.2213612,0.940994121,0.965641045,0.093378702,2.573302325,0.115681748,0.077929785,0.125659562,0.165866041,95.68133299,0.220900788,12.65668287
68.11851355,95.55129316,1.319535206,0.928742565,0.063032207,3.570206084,0.99040412,0.108437011,0.220267463,0.112711189,409.4540044,0.108532378,6.218447224
24.1487451,89.6489085,0.742583957,0.912036336,0.097778975,3.160656768,0.094244377,0.179017417,0.216879591,0.144425184,140.6376375,0.206195268,11.81411864
60.05561376,94.31781971,1.032513311,0.863340903,0.053031099,2.726146192,0.879078918,0.168405303,0.140067824,0.224621602,204.1599764,0.137856728,7.898608716
62.96250801,37.49908523,1.451861739,1.367119883,0.091265809,3.202218876,1.119749302,0.177353136,0.144804922,0.129199376,118.4255997,0.085495628,4.898538676
42.22325076,96.17046364,1.488474567,1.046618274,0.097702628,3.802350898,1.116581172,0.175295354,0.209889533,0.201113316,453.1059347,0.114816708,6.57851281
29.72460711,75.28398634,1.372996419,0.761523025,0.05126931,3.63419325,0.314965874,0.10520429,0.195673677,0.189860142,354.1049171,0.126652868,7.256674824
50.17094766,47.47413325,1.418932111,0.651347966,0.083084449,3.928692313,0.140336152,0.176939037,0.117585829,0.114199459,304.4108486,0.111788948,6.40503494
35.81792714,43.5336649,0.917796285,1.284878733,0.063258252,3.011271196,0.323493389,0.155964986,0.228302938,0.12594191,143.1738486,0.111293888,6.376670092
33.90021122,89.73925164,1.336391785,0.996506355,0.070092178,4.163545177,0.499043233,0.125728383,0.156689409,0.208216398,242.8676489,0.185356468,10.62014335
